,tn1mean,tn2mean,tn3mean,pn1mean,pn2mean,pn3mean
4.98_410.2464n,13658.55876,21903.83573,8610.922191,19768.68511,17138.79213,9852.45768
4.98_431.2079m/z,2376.603988,2922.885418,1764.455714,2917.477489,2483.578941,1945.868192
4.98_435.2502m/z,6915.663077,11886.16628,2862.070533,10533.20168,8159.644402,3379.337537
4.98_453.2083m/z,122.0849965,205.8714512,35.33612856,172.6549055,145.3468054,47.16138289
4.98_457.2387m/z,2879.620271,2833.952868,2777.74705,3228.224585,3302.464151,2851.6937
4.98_483.2673m/z,836.368648,1105.20257,729.4288601,1098.280151,1143.850797,817.5767534
4.98_78.9602m/z,103.6490391,116.9360864,86.87320491,117.7328916,102.8220302,92.37418332
5.01_365.3382m/z,376.6730292,491.2027519,1923.810073,717.9840019,991.174183,825.8488917
5.03_213.1846m/z,167.0800384,174.1569086,169.835272,194.9699284,195.5765052,176.4898261
5.03_303.2343m/z,6811.532517,6745.755494,6649.173336,7672.827782,7378.018893,7246.241199
5.03_465.3036m/z,18540.21338,23651.35117,5610.480725,10873.44341,18417.81094,3854.855632
5.03_475.3405m/z,2274.051941,2841.337213,1613.430216,2516.115826,2395.59982,1590.32242
5.03_765.9111m/z,2.008961995,5.128861788,12.03955591,15.21650713,672.4283721,732.1392533
5.04_337.3094m/z,222.211482,502.107885,558.5019913,477.5514145,947.3418871,687.3537582
5.04_576.2141m/z,2050.674402,2054.966461,1861.964305,2122.259139,1871.277411,1896.327524
5.06_121.0293m/z,106.8100256,103.0134691,113.858613,122.8336915,119.6578102,125.4003226
5.06_122.0004m/z,123.9172271,118.8488374,127.1285435,127.9146219,121.2068299,124.5206906
5.06_151.0400m/z,149.161043,148.7090081,146.5731867,159.9110615,158.0868188,164.3925311
5.06_317.1592m/z,131.0726472,144.5878232,118.9229448,170.6830409,165.4912032,130.7997134
5.06_357.1916m/z,156.7003128,217.4582723,26.85242478,283.8364711,252.2167526,34.61960894
5.06_565.2903m/z,1956.179283,3539.539686,626.0412495,2434.695041,2425.502992,666.8706595
5.08_239.0658m/z,532.1707531,539.5245353,575.0780921,597.4401129,612.9384549,594.0423762
5.08_263.1627m/z,104.8721526,115.8342664,108.5432139,168.5716963,133.8412208,122.2708255
5.08_275.1659m/z,396.7050679,398.6312672,404.286278,461.1793248,462.0132349,431.2643744
5.10_207.0674m/z,199.5843278,187.9811462,218.8017567,207.154669,256.7951075,222.7635421
5.10_288.2816n,389.3134339,761.9467521,277.1900869,1075.473131,1063.052165,558.824214
5.10_398.3323m/z,414.8812209,519.2487078,267.3347895,703.0328192,674.0000186,363.7192563
5.10_494.2659m/z,735.000077,917.4547636,191.9768965,966.0967942,597.9169603,226.7368501
5.10_506.3292m/z,3226.292339,4143.415872,1954.518702,3949.541388,3275.305739,1999.165654
5.10_519.2467m/z,718.8409962,845.2975723,1203.513702,830.157801,2042.456568,1437.959998
5.10_567.3328m/z,628.838181,729.8701625,386.8944839,723.2553172,641.0158807,426.3134686
5.10_839.4923m/z,5089.139113,8101.806992,3145.389369,2312.285736,1382.834457,800.7467024
5.11_179.0397m/z,1225.875182,1243.59131,1271.52964,1335.316652,1349.21517,1302.826963
5.11_189.1282m/z,574.5927758,600.5856414,520.7537888,640.0563978,584.7234121,500.5247277
5.11_196.0225m/z,595.6619068,618.2774124,573.0035443,649.0022329,661.4921959,590.1666075
5.11_205.1600m/z,52000.46493,53837.51539,48140.03809,56186.70788,51632.55085,46310.26362
5.11_283.2637m/z,12690.18925,17514.00105,83655.12647,17897.98274,121479.2284,93292.91381
5.11_311.2954m/z,4057.944115,9311.623848,6814.535204,14837.61025,16328.74963,7682.385798
5.11_331.2666m/z,515555.0498,493607.608,510358.4932,546903.822,528557.7485,527754.4936
5.11_359.2897m/z,7919.948488,7645.606147,7908.297979,8652.015755,8155.205074,8413.5667
5.11_396.1457m/z,252.474553,209.3617133,299.7556717,286.0238733,281.0699492,351.8265611
5.11_431.3072m/z,153.912529,206.4930296,303.8938686,242.9673516,402.5995832,327.7408811
5.11_445.3527m/z,21197.3933,20765.11961,21584.5842,22935.49161,22929.83795,22228.87928
5.11_502.2800m/z,652.9109887,895.1969282,627.287404,660.8597178,1085.76735,785.1881882
5.11_513.2214m/z,5184.17586,5508.514212,4725.951339,6073.603482,6080.993796,4938.889943
5.11_538.2653m/z,513.5110915,752.50929,398.3376014,565.5071059,704.9142815,443.6744187
5.11_995.0085m/z,19.98474125,0.383178721,1.416269938,58.85630006,272.868961,293.8107346
5.13_327.2349m/z,6961.677037,6933.945043,6446.708397,8063.880535,7953.258904,7241.314953
5.13_357.2818m/z,9491.04445,9244.095362,9605.575203,10345.88202,10000.29017,10194.8972
5.13_383.3507m/z,643.5256667,795.8911805,413.9190162,877.9090318,1018.300892,457.0902007
5.13_399.2461m/z,1526.249962,1564.580243,1575.439188,1886.262197,1987.358453,1770.732762
5.13_409.3106m/z,179.0676297,203.10066,165.0590203,204.872998,193.5333374,140.3042003
5.13_470.2848m/z,640.39769,630.5139044,635.2128581,781.0258706,782.6593292,730.7210563
5.13_950.4863m/z,4797.876032,6149.541501,3213.607221,4627.235988,3313.859793,1766.774617
5.13_965.4906m/z,1614.510443,2002.256859,1723.027517,2809.78943,2057.666436,1419.566549
5.15_193.0506m/z,141.6634936,133.2162426,161.4291485,154.6315391,164.9384998,169.1140152
5.15_211.0056m/z,226.3344577,231.1963442,244.7091552,239.2626634,249.0822209,247.0173518
5.15_221.0845m/z,1565.560738,1564.163416,1680.631194,1709.581774,1853.269938,1702.385522
5.15_371.2609m/z,422.9334035,391.7036171,448.0773362,496.1274224,520.48276,545.3831333
5.15_388.2236m/z,251.8818122,374.7317479,254.865758,337.968637,348.5221811,886.1237887
5.15_391.2346m/z,3186.564303,3092.382849,3005.950412,3549.000936,3462.797787,3356.724796
5.15_395.2516m/z,685.2759192,1053.297603,563.268961,1235.578143,1056.724842,636.74678
5.15_415.2476m/z,2810.418534,2864.486797,3068.673728,3129.17128,3244.728529,3270.124358
5.15_433.3143m/z,1768.040542,1924.335479,1624.780825,2064.487056,2010.772763,1713.621472
5.15_454.2655m/z,787.0978067,992.6409356,664.2937269,1201.52486,1002.415995,773.4867858
5.15_477.3229m/z,3868.120566,4630.161161,3130.107574,4583.187766,4518.52305,3160.035003
5.15_523.3317m/z,2085.160906,2086.48269,2035.418961,2391.12004,2381.75481,2165.596089
5.15_526.3338m/z,557.7130946,766.6402337,444.8671997,961.1405904,825.0497242,501.9757442
5.15_595.3701m/z,2636.799015,2771.82363,2497.079012,3714.034697,3328.390062,2697.113947
5.18_162.8913m/z,933.8898486,906.6035925,927.9644237,1044.079355,1004.023762,1037.955608
5.18_285.1210m/z,263.3998504,285.3902727,191.0490888,367.3254185,363.3996772,193.3756832
5.18_301.1654m/z,2563.187987,2662.20915,1152.863652,3608.073239,3584.68453,525.0214744
5.18_381.2307m/z,3322.543479,3311.317123,3494.229935,3627.683425,3560.625794,3533.079596
5.18_439.2595m/z,395.3363439,452.9869796,487.0927668,431.7422674,515.2656594,442.756134
5.18_673.4838m/z,33011.76035,19741.17715,30423.16139,19959.91025,16704.90385,28465.41874
5.18_701.5304m/z,33770.21076,22164.71121,32607.46288,22798.63671,21071.35645,29922.42002
5.19_235.1002m/z,3004.142955,3043.756947,3134.836687,3211.535735,3486.452975,3125.927354
5.19_298.1551m/z,1851.382832,1845.456812,1917.125408,1992.326871,1934.060732,1923.300019
5.19_309.1727m/z,6727.368199,6744.51261,6891.551417,7142.418369,7032.583033,6939.634672
5.19_339.1990m/z,46502.52212,46408.28576,47227.645,49661.85284,47959.30001,47768.88178
5.19_905.5317m/z,6473.008107,7074.657053,3370.776187,4483.34631,3381.802617,2575.944244
5.19_931.5393m/z,10363.97583,11961.52785,8155.555096,21229.78252,14999.76085,9670.686031
5.21_163.0763m/z,527.6327224,619.3645037,197.093878,1359.487512,1072.963518,281.132629
5.21_303.0896m/z,2796.810653,2926.745816,2939.914799,3078.393651,3097.012089,2967.799509
5.21_321.2089m/z,1646.874195,1650.687273,1714.912728,1740.346288,1743.597274,1721.380987
5.21_325.1835m/z,52359.96612,52154.38259,53247.63698,55547.46863,54190.47032,53952.63384
5.21_359.1519m/z,338.2201653,425.7799531,358.7148119,508.0100068,819.6780436,436.5261439
5.21_397.2259m/z,1633.678355,1631.383678,1718.869081,1781.181722,1722.284092,1778.056308
5.21_441.2489m/z,3472.514208,3557.902816,3650.18439,3879.275247,3927.315823,3727.642366
5.21_547.3983m/z,997.1827056,1100.145151,966.1446544,1330.855106,1375.137051,1089.066814
5.21_553.3166m/z,1439.880754,1636.608917,1095.680544,1627.764666,1494.696891,1076.700741
5.21_607.4376m/z,498.9635601,590.1377622,527.8194561,1049.079563,947.3605943,610.261358
5.21_869.5429m/z,192310.26,255133.5958,166131.4873,94726.6526,115494.3919,96295.91432
5.23_227.0003m/z,373.2980834,385.8602538,382.093002,449.2673879,430.0857707,396.9413414
5.23_265.1473m/z,98295.48539,99001.87752,99821.39667,103826.2131,101541.8182,100132.9901
5.23_461.3602m/z,244.3548758,250.1573259,252.3336573,302.1971215,326.8415344,256.692318
5.23_517.2587m/z,501.9679168,577.3607722,644.3493838,643.9962478,703.1938258,703.2476548
5.26_263.1308m/z,428.3419546,441.6054492,457.7912421,471.8228792,485.2021438,464.4736653
5.26_296.1773m/z,200.7089793,200.3198375,181.3472884,208.0795183,167.7194831,171.9905548
5.26_296.2549m/z,109.0440137,166.1443601,371.1683627,213.5025637,706.9054623,488.1767853
5.26_318.1003m/z,299.092128,306.4926137,325.6307296,342.4147722,334.4910495,330.9781148
5.26_373.0538m/z,97.10581794,86.4303184,132.9846317,117.0293741,141.4787381,151.9348757
5.26_599.4357m/z,519.7819117,656.9879719,496.2269105,575.664813,604.4391873,523.2692238
5.28_883.5318m/z,72230.47623,93908.91146,35201.32407,92898.12989,79695.067,23703.18056
5.31_291.1616m/z,142.8859758,140.153958,157.4540074,163.0205855,153.6853535,158.4171754
5.34_124.9914m/z,271.9074316,264.4382384,296.2375795,322.6698721,330.4408134,342.6208375
5.34_226.0447n,150.7720788,148.1011906,170.3851505,164.0341804,182.298856,179.1433759
5.34_361.0638m/z,319.9761207,304.4955537,372.929137,338.2124846,386.1114323,362.3758109
5.34_367.2398m/z,2084.160937,2052.533056,2446.056272,2176.410138,2412.753754,2525.560635
5.34_751.5301m/z,51985.67415,55771.27838,45185.83561,74538.71939,59093.41826,50769.08181
5.34_804.5300m/z,59785.29333,71513.50043,53681.80704,73248.0688,85280.3449,58927.32991
5.36_231.0335m/z,246.4735712,237.4620778,255.4895609,267.5169584,272.2878821,258.4447465
5.36_529.4191m/z,468.9076378,492.2749047,445.6943626,526.5274518,581.5996725,503.8124699
5.36_567.4684m/z,200.5028081,217.988265,182.8096279,369.6121228,392.9039486,268.9537715
5.36_599.3246m/z,258.4360213,389.7557896,168.7698184,234.7295637,244.387984,133.4218565
5.36_886.1071m/z,199.0650657,494.4952874,10.01738444,183.1848062,71.7876326,0
5.38_241.0398m/z,144.2247874,162.3718926,151.7986491,158.2837479,171.9406459,142.6011723
5.38_498.2918m/z,174.7891031,209.1486369,180.8809681,279.9969279,251.7061803,192.9717477
5.38_581.3110m/z,1107.782105,1624.451048,1245.548555,1356.397255,1457.790403,839.2313476
5.38_786.5118m/z,87454.86698,123841.2399,34938.3955,65092.23094,53048.60059,35042.68823
5.38_985.4759m/z,1586.001785,2424.614529,1790.164262,4649.539775,3753.667708,1643.928463
5.39_802.5315m/z,14212.66618,16618.04755,8914.23316,15036.59369,12794.03102,9861.383481
5.41_531.4255m/z,424.298225,416.6436573,427.0399193,492.0890337,541.4898766,458.7666642
5.41_747.5133m/z,127560.3775,175063.2878,121439.3267,200899.8811,180360.1558,134599.6774
5.41_747.6059m/z,117.8364766,360.735849,0,215.3387148,213.4964232,0
5.44_167.9987m/z,643.9505128,646.6641367,676.1800554,713.9689155,719.3310803,697.1527814
5.44_703.2949m/z,86.69170204,69.06301463,16.36611934,134.1057214,439.9354236,177.1275106
5.46_503.2153m/z,14.47898156,22.73901376,23.30701947,882.2800947,125.8139908,83.50253953
5.48_409.3074m/z,1078.622961,1078.986946,1422.45693,1023.917858,1395.423209,1379.04789
5.48_508.3378m/z,798.1165323,2204.619231,333.6807329,1261.261766,1247.90445,404.9830443
5.48_585.3506m/z,5594.629703,11470.33157,2991.621328,8310.976491,6243.020845,3163.005167
5.52_283.1013m/z,146.1119913,136.9578413,143.926192,186.0006159,181.3057241,159.3215278
5.52_655.4134m/z,118.0515441,104.2771365,102.3062515,187.9407817,170.8650452,118.4362343
5.52_973.6593m/z,1486.492979,1282.542039,1332.645724,1544.218926,1230.952732,1064.807254
5.58_492.1081m/z,274.3614059,265.1335422,240.3899032,372.8800724,327.8465329,319.3848116
5.63_773.0201m/z,347.7497283,317.4785005,417.588092,353.3257895,383.019827,398.4880897
5.64_192.0327m/z,304.4384499,310.9492132,310.6283255,322.0579787,334.1710907,306.8501758
5.64_450.1652m/z,668.9546943,620.7301494,624.1208031,832.4914375,776.3984884,737.6016219
5.69_585.3514m/z,2592.366347,12160.95452,676.658509,4289.815712,6382.433858,951.0691149
5.76_149.9945m/z,27283.76925,26929.43512,28331.29827,27385.84487,27464.7643,28093.58199
5.79_211.0045m/z,220.7217027,225.5203767,227.1898434,238.0754216,227.6214213,223.3175418
5.84_303.1724m/z,114.3019819,119.0044387,108.0147846,115.7032198,116.5339785,118.0801831
5.84_366.0984m/z,381.1224777,353.9991911,375.7195608,512.813719,444.3061442,417.0927089
5.84_426.1387m/z,292.8090942,293.7777729,305.5483351,388.2592482,390.3739091,355.9421086
5.84_433.1913m/z,157.8104706,147.104319,138.9384955,187.3712825,146.4542412,149.8781567
5.84_96.9601m/z,1204.689795,1229.875924,1225.151373,1301.942824,1283.568044,1236.182537
5.86_280.1356n,1691.546081,1721.213906,1807.020356,1811.43195,1853.235748,1806.48544
5.86_281.1388m/z,373.1155156,389.5415202,379.3342269,423.3954249,397.0470751,374.3788565
5.86_350.1243m/z,4570.243906,4668.703275,4517.508592,4466.149557,4502.947283,4927.373984
5.86_378.1554m/z,972.9196583,1044.012844,931.8365667,943.9592829,966.4904781,1002.615481
5.86_382.1291m/z,285.0090376,281.8886356,267.6493901,280.3201915,268.0449376,310.8179148
5.86_394.1419m/z,335.807256,353.0282851,308.2743306,353.3837682,338.716165,325.1948849
5.86_396.1450m/z,1450.713044,1546.110413,1336.692402,1495.726587,1439.438789,1418.509191
5.86_410.1606m/z,1930.820945,1967.215294,1852.108693,1913.153859,1927.691743,2015.914469
5.87_435.1141m/z,72.73027641,109.5447072,64.1195691,172.6555103,120.0000918,78.85887635
5.87_627.3453m/z,98.90078426,122.0520836,84.45205702,160.2133888,132.2946419,101.2698362
5.89_371.0972m/z,221.0610738,255.889766,220.0023042,288.8121858,260.5343533,221.5919814
5.89_987.4542m/z,105.9117451,86.90508587,0,427.1105144,588.3095423,0
5.92_153.0213m/z,408.7305486,406.5534543,432.9529318,418.3221265,414.8321432,432.8020692
5.94_110.9758m/z,125.985857,142.1433141,125.9184869,154.5511517,143.6280732,125.7958226
5.94_124.9915m/z,258.088269,321.4390523,279.111831,354.513059,334.310538,287.2566957
5.94_156.9634m/z,455.8429174,503.3772626,451.2558714,555.7847449,510.7785927,472.4353536
5.94_171.0110m/z,447.862497,466.7229666,453.4895521,529.8253719,484.4461469,458.2756909
5.94_187.0074m/z,628.9701692,633.1974593,657.291129,692.2261623,698.4562465,671.2731044
5.94_199.0069m/z,160.9678405,185.1083266,173.3886393,207.7084967,190.1620859,176.1303333
5.94_207.0117m/z,296.3070746,300.8257356,314.3787908,345.6347618,330.8122992,332.9900231
5.94_290.1383m/z,133.0292059,157.9072768,141.4838955,120.3068324,120.8240241,117.8293541
5.94_323.1069m/z,212.4014157,273.6746801,189.7948022,301.0072392,252.4915242,189.18682
5.94_369.1258m/z,108.4032258,150.0733701,94.91265636,182.9280752,137.7788108,97.3566638
5.94_383.1391m/z,246.5277188,301.1946679,241.589033,381.4236213,292.0475357,273.8353975
5.94_385.1278m/z,144.7793533,177.2698234,132.7056636,213.7762281,174.1574347,144.6854762
5.94_579.3367m/z,130.8430384,151.6698614,116.7251471,223.9435489,203.8623876,151.6619454
5.94_589.2993m/z,617.6444076,713.7141111,597.4259531,784.5289871,700.0538033,640.4244643
5.94_631.3463m/z,3353.934402,3878.738354,3303.884406,4588.872245,4356.75281,3640.522596
5.94_651.3757m/z,137.8149778,174.2261383,121.4253451,212.8121517,193.7792795,145.7132025
5.94_82.9538m/z,583.3466132,595.3134521,598.4371131,598.9918412,608.8023239,583.0932116
5.96_118.9244m/z,5864.347829,5770.449003,5795.006049,6171.449556,6103.222619,6044.137912
5.96_122.9758m/z,119.1360294,130.0215317,127.0062471,137.9572903,136.723905,123.0499235
5.96_185.0124m/z,167.3401317,177.1981271,172.1935722,193.9121098,188.9027668,172.1609888
5.96_359.1516m/z,185.4762886,186.8935743,594.2954445,223.9677795,867.9117596,724.5811516
5.96_361.0637m/z,217.8078269,261.7340065,218.1697906,265.2781569,241.4074334,234.9959057
5.96_367.2419m/z,562.8817935,671.634582,511.7189799,718.6391128,610.1778509,546.8569972
5.96_443.2476m/z,123.6012411,212.0469038,2209.474822,112.8567189,2741.049846,2539.163616
5.96_479.2252m/z,15.02607048,77.21669333,839.7655826,24.80646997,1085.751527,956.7070717
5.96_703.3832m/z,339.1533838,338.7752687,252.1344091,620.7220306,564.8642853,443.4132617
5.98_138.0195m/z,126.537827,114.9921231,129.0475889,113.5993546,104.6164722,118.4477695
5.98_249.1518m/z,1305.066239,1305.858396,1352.820197,1423.043746,1378.080885,1379.971431
5.98_98.9493m/z,1084.493369,1112.585669,1096.653894,1145.372001,1150.821344,1061.143938
